,EarthquakeMagnitude,Modynecm,Strikedeg,Dipdeg,RakeAngledeg,MechanismBasedonRakeAngle,Pplungedeg,Ptrenddeg,Tplungedeg,Ttrenddeg,HypocenterLatitudedeg,HypocenterLongitudedeg,HypocenterDepthkm,DepthtoTopOfFaultRuptureModel,FaultRuptureLengthforCalculationofRykm,FaultRuptureWidthkm,FaultRuptureAreakm2,AvgFaultDispcm,RiseTimes,AvgSlipVelocitycms,StaticStressDropbars,PreferredRuptureVelocitykms,AverageVrVs,PercentofMomentReleaseintheTop5KmofCrust,DepthtoTopofShallowestAsperitykm,EarthquakeinExtensionalRegime1Yes0No,SlipRatemmYr,EpiDkm,HypDkm,JoynerBooreDistkm,RmsDkm,ClstDkm,Rx,SourcetoSiteAzimuthdeg,X,ThetaDdeg,SSGAStrikeSlip,Y,PhiDdeg,SSGADipSlip,s,ctildepr,D,RfnHyp,RfpHyp,T,GMXsC1,GMXsC2,GMXsC3,CampbellsGEOCODE,BrayandRodriguezMarekSGS,Depth,PreferredNEHRPBasedonVs30,Vs30msselectedforanalysis,NEHRPClassificationfromCGSsSiteConditionMap,DepthtoBasementRock,Age,GrainSize,DepositionalHistory,H1azimthdegrees,H2azimithdegrees,HPH1Hz,HPH2Hz,LPH1Hz,LPH2Hz,AveStrikedeg,U,IDPv4,XCI,XCI1,Damping,RotDpercentile,PGAg,PGVcmsec,PGDcm,T0010S,T0020S,T0022S,T0025S,T0029S,T0030S,T0032S,T0035S,T0036S,T0040S,T0042S,T0044S,T0045S,T0046S,T0048S,T0050S,T0055S,T0060S,T0065S,T0067S,T0070S,T0075S,T0080S,T0085S,T0090S,T0095S,T0100S,T0110S,T0120S,T0130S,T0133S,T0140S,T0150S,T0160S,T0170S,T0180S,T0190S,T0200S,T0220S,T0240S,T0250S,T0260S,T0280S,T0290S,T0300S,T0320S,T0340S,T0350S,T0360S,T0380S,T0400S,T0420S,T0440S,T0450S,T0460S,T0480S,T0500S,T0550S,T0600S,T0650S,T0667S,T0700S,T0750S,T0800S,T0850S,T0900S,T0950S,T1000S,T1100S,T1200S,T1300S,T1400S,T1500S,T1600S,T1700S,T1800S,T1900S,T2000S,T2200S,T2400S,T2500S,T2600S,T2800S,T3000S,T3200S,T3400S,T3500S,T3600S,T3800S,T4000S,T4200S,T4400S,T4600S,T4800S,T5000S,T5500S,T6000S,T6500S,T7000S,T7500S,T8000S,T8500S,T9000S,T9500S,T10000S,T11000S,T12000S,T13000S,T14000S,T15000S,T20000S
199,5.01,3.672823004980881e+23,319.9,90.0,180,0,0.0,4.9,0.0,274.9,32.7667,-115.4413,9.5,7.261,3.6,4.2,15.3,59.10559351982862,0.8740784215874294,44.686334436228414,24.21949874940376,2.5684373330421573,0.7856916861582565,48.96373915435761,2.500434131030842,1,2.3626048927317878,9.11,13.16,7.4,13.01,10.37,1.91,14.94,0.49,12.09,0.48,0.53,11.36,0.52,9.193010073645576,2.186391357710292,12.533045213222724,-0.1152083327440971,0.08047320810631035,7.097804970310009,7,8,3,0,2,1,3,203.22,2,5.6,0,2,6,140.0,230.0,0.5,0.33,30.0,23.0,319.94,35.422705659061904,0.9143467093012639,0.12042023091856045,-0.04308087212698013,0.5,50,0.23052,18.475,1.9956,0.2318487,0.2319532,0.2356485,0.2381154,0.2449615,0.2452857,0.2468839,0.2414618,0.2565528,0.2631777,0.3065061,0.3144756,0.2457525,0.2639331,0.2920446,0.3020537,0.3967535,0.3319145,0.4669585,0.4718479,0.518104,0.4797843,0.464649,0.5591764,0.681256,0.5717613,0.5686571,0.5236565,0.4233416,0.3830413,0.3948503,0.4651006,0.6667422,0.7295955,0.6116211,0.6295854,0.656401,0.7083395,0.7710522,0.8158506,0.9787378,1.008837,0.8482485,0.8676103,0.8570824,0.7884249,0.709525,0.7262883,0.7408908,0.7322909,0.6987669,0.6436855,0.6063394,0.5903886,0.575177,0.5544518,0.5399909,0.5070676,0.467333,0.4353952,0.4199708,0.3946233,0.3627798,0.3173213,0.2783682,0.2470706,0.2199864,0.1880195,0.1451775,0.1231275,0.1032525,0.08752148,0.0701993,0.05572132,0.04574456,0.03899904,0.03516195,0.03264725,0.02481911,0.01801811,0.01543545,0.01457596,0.01289432,0.01124824,0.009755195,0.008461284,0.007889444,0.00736598,0.006448844,0.005683563,0.005042629,0.004504714,0.004050883,0.003665471,0.003335872,0.002694918,0.002234842,0.001890515,0.001624325,0.001412815,0.001241214,0.001099617,0.0009812434,0.0008811637,0.0007957193,0.0006583623,0.0005537466,0.0004722647,0.0004075006,0.000355189,0.0002001841
200,5.01,3.672823004980881e+23,319.9,90.0,180,0,0.0,4.9,0.0,274.9,32.7667,-115.4413,9.5,7.261,3.6,4.2,15.3,58.86125960457051,0.8663758019766417,45.043735483451336,24.393304131863584,2.58468463694725,0.7855904777343409,49.103704506835676,2.505078397862852,1,2.2783890553801753,9.08,13.14,7.32,12.98,10.31,-0.02,-0.19,0.49,0.15,0.49,0.53,0.15,0.53,9.213148784951274,2.2794116883430755,12.663813581645543,-0.1380473730308356,0.07006732224750137,7.230000931646192,0,8,3,0,2,1,3,210.51,2,5.4,0,0,6,140.0,230.0,0.6,0.4,30.0,30.0,319.94,33.49365217750459,0.9200566452133151,0.11908088702834575,-0.04323502742392771,0.5,50,0.1803,10.707,1.0162,0.1804328,0.1874894,0.1865399,0.1913259,0.2015121,0.2028154,0.209805,0.2208084,0.2243937,0.2368998,0.2353291,0.235594,0.2592534,0.2395445,0.2113805,0.2173412,0.2759421,0.3080514,0.3013686,0.3393471,0.3252561,0.3745218,0.4493901,0.4067584,0.4043732,0.3664054,0.3688506,0.4995251,0.5344762,0.4166271,0.3952783,0.3697207,0.3499858,0.3611072,0.3893404,0.4748574,0.5230286,0.5417668,0.664706,0.6463374,0.6214623,0.5905009,0.4747175,0.4330589,0.403299,0.358438,0.346898,0.3389861,0.331253,0.3199246,0.304219,0.2928963,0.2721826,0.2723021,0.2918775,0.2815257,0.25526,0.2125169,0.1901087,0.1702545,0.1587337,0.1541947,0.13916,0.123915,0.1054144,0.09634478,0.08878666,0.0815276,0.06981361,0.06703721,0.06091077,0.05230216,0.0447211,0.03698426,0.03197267,0.02694846,0.02213999,0.01902371,0.01318344,0.01055775,0.009528749,0.008679209,0.007636252,0.006492973,0.005243586,0.004520886,0.004213148,0.003938709,0.00345728,0.003064174,0.002729141,0.002452437,0.00221072,0.002008398,0.001828137,0.001478726,0.001222227,0.00102909,0.0008789562,0.0007598328,0.0006636568,0.0005848407,0.00051941,0.000464473,0.0004178835,0.0003436403,0.0002884055,0.0002451917,0.0002109362,0.000183414,0.0001028344
201,5.01,3.672823004980881e+23,319.9,90.0,180,0,0.0,4.9,0.0,274.9,32.7667,-115.4413,9.5,7.261,3.6,4.2,15.3,58.841632887628215,0.859411331905811,44.938737341866464,24.411915184995745,2.577551786007024,0.7858425117718161,49.06860866729019,2.50485786102335,1,2.3134822088295737,9.81,13.66,8.18,13.52,10.94,-3.32,-23.93,0.49,19.76,0.46,0.53,19.25,0.5,9.160398056160226,2.1820420326507026,12.476397430129795,-0.15542189534911627,0.06315211095344263,7.169129137944405,7,8,3,0,2,1,3,206.08,2,5.1,0,2,6,140.0,230.0,0.5,0.4,40.0,40.0,319.94,32.773300120647676,0.9253907872281222,0.12125194709647222,-0.02809862903791327,0.5,50,0.13414,8.2072,0.75245,0.1372352,0.1468034,0.1401147,0.1506564,0.1710316,0.1784641,0.1819498,0.1724985,0.172206,0.2068187,0.2162388,0.2497531,0.2893358,0.2648799,0.3119994,0.2895488,0.3477465,0.378592,0.3574282,0.3793244,0.4870898,0.2797514,0.2994777,0.2797812,0.4963513,0.3311051,0.5984915,0.5084546,0.4237256,0.5416037,0.670745,0.5752879,0.307843,0.256259,0.2030795,0.2269708,0.2650185,0.2769644,0.4042003,0.2687477,0.2718012,0.2994861,0.4010737,0.4019836,0.3527386,0.291158,0.2967531,0.3119891,0.3197952,0.3013136,0.296735,0.3039525,0.3160788,0.3198286,0.3199104,0.3059331,0.2876172,0.2506818,0.1881395,0.1625203,0.1526692,0.1350465,0.1141646,0.09745339,0.08692588,0.0785619,0.06885699,0.0603507,0.05006127,0.04794578,0.03668778,0.02981667,0.02730601,0.02501085,0.02302765,0.02174074,0.02052298,0.01864953,0.01386285,0.009372449,0.007764544,0.006716568,0.005830354,0.005079905,0.003948811,0.003384109,0.003198987,0.00301547,0.002641338,0.002296161,0.001991459,0.001734229,0.001526087,0.001402405,0.001293724,0.001066344,0.0008895564,0.0007513782,0.0006424132,0.000555397,0.0004849673,0.0004272563,0.0003793945,0.0003392603,0.000305272,0.0002512154,0.0002105075,0.0001790534,0.0001542222,0.0001342598,7.548522e-05
202,5.01,3.672823004980881e+23,319.9,90.0,180,0,0.0,4.9,0.0,274.9,32.7667,-115.4413,9.5,7.261,3.6,4.2,15.3,58.80423590074114,0.8624499758907092,44.837247965050004,24.475070657931564,2.577773975334761,0.7858873351111252,48.967818330716035,2.5024881980922267,1,2.3831046862842564,9.35,13.33,7.87,13.2,10.71,-4.61,-35.84,0.49,29.51,0.42,0.53,25.87,0.48,9.26246108607083,2.16599525671462,12.545667458054185,-0.15337623323793184,0.07150863479149201,7.213703270438548,7,8,3,0,2,1,3,202.26,2,5.0,0,0,6,270.0,0.0,0.4,0.8,33.0,30.0,319.94,30.601890228479565,0.9241379912523107,0.12076365731967885,-0.028499404418980707,0.5,50,0.15199,9.0438,0.85855,0.1535564,0.1584956,0.1557104,0.1568152,0.158211,0.1679967,0.1639618,0.1618657,0.1653117,0.1725784,0.1695698,0.1696173,0.1870317,0.1879474,0.1956333,0.1644466,0.2140725,0.2231205,0.2429491,0.264355,0.2630161,0.2283926,0.2583992,0.2968416,0.4604937,0.4393175,0.769353,0.9031596,0.5888904,0.9914718,1.076707,0.8555857,0.5492123,0.5118734,0.40704,0.394561,0.362137,0.3743345,0.4873026,0.4774247,0.4153884,0.3978359,0.3968295,0.3874027,0.3791126,0.3790193,0.3994187,0.4148726,0.446748,0.4094401,0.3646865,0.3284129,0.3037621,0.32663,0.304782,0.2874815,0.3111758,0.2273198,0.1783652,0.2040195,0.1613846,0.1310082,0.1297978,0.1137785,0.1014548,0.08421954,0.07879636,0.07922385,0.0532822,0.03751848,0.03181965,0.03135591,0.0273576,0.02272972,0.01980454,0.016541,0.0137511,0.01173811,0.009635499,0.008700082,0.008316918,0.007909852,0.007003172,0.006038583,0.005120257,0.004310072,0.003955599,0.003631013,0.003077491,0.002632135,0.002275422,0.001991089,0.001759647,0.001572463,0.001418025,0.00113171,0.0009365712,0.0007945067,0.0006850302,0.0005987868,0.0005280583,0.0004693697,0.0004200154,0.0003780482,0.0003420355,0.0002837753,0.0002391025,0.0002041188,0.000176231,0.0001536554,8.657373e-05
203,5.01,3.672823004980881e+23,319.9,90.0,180,0,0.0,4.9,0.0,274.9,32.7667,-115.4413,9.5,7.261,3.6,4.2,15.3,55.68392905788062,0.8656883826557393,46.977464585151345,22.93138562204853,2.578334658145771,0.7848929535996135,49.23364055057525,2.5051569913853844,1,3.1495085643862266,7.69,12.22,7.69,12.09,10.58,7.69,90.0,0.01,89.74,0.0,0.53,38.99,0.41,7.822769386340395,2.177343063963924,12.731545752482893,-0.12655440705863902,0.0842791328201743,5.536080384440663,0,8,3,0,2,1,3,202.89,2,5.3,0,0,6,225.0,315.0,0.5,0.3,30.0,30.0,319.94,31.595115493496632,0.9115448561449012,0.12064581234311532,-0.03261528207397304,0.5,50,0.19587,13.086,2.2248,0.195972,0.1997253,0.1993505,0.2023537,0.203713,0.2023092,0.2117681,0.2102412,0.2353287,0.2649005,0.223323,0.2165434,0.2118092,0.2091692,0.201451,0.2203489,0.2668696,0.3001744,0.2856204,0.2614206,0.2967916,0.3361803,0.3742725,0.4173955,0.3276436,0.3820511,0.3722813,0.4538089,0.5344614,0.6591812,0.6931797,0.6785232,0.6114551,0.5075763,0.4374048,0.3901761,0.3495926,0.3570752,0.4141136,0.3860039,0.3855098,0.3896552,0.3941827,0.3587248,0.3391773,0.3319778,0.3316106,0.3284108,0.3261292,0.3564721,0.408143,0.4264751,0.4329408,0.432044,0.4306267,0.4279999,0.4234572,0.4053796,0.4015488,0.3888598,0.3832512,0.3578613,0.2908309,0.2522006,0.2188541,0.1904522,0.1742461,0.150606,0.1179013,0.09441152,0.07933749,0.06984048,0.06667969,0.05223684,0.04211051,0.0364909,0.03268889,0.0284107,0.0245345,0.02186625,0.02277568,0.02123509,0.01327291,0.01270247,0.01231899,0.01113873,0.01069091,0.01023464,0.00932674,0.008457086,0.007648668,0.006910063,0.006247694,0.005655266,0.005131594,0.004068404,0.003284479,0.00269853,0.002254088,0.001910925,0.001641256,0.001425772,0.001250934,0.001107107,0.0009873185,0.0008002903,0.0006630986,0.000558719,0.0004778423,0.0004135956,0.0002284313
204,5.62,3.0199517204020393e+24,157.0,90.0,180,0,0.0,202.0,0.0,112.0,33.022,-115.506,3.3,2.647,8.5,4.0,34.3,57.26321500212873,0.8418236917160777,44.52192956781092,26.281414365742016,2.572507087894329,0.7865894094153187,49.162877905828566,2.5053639608291616,1,1.9794450865889546,11.04,11.52,9.39,11.06,9.76,9.39,90.0,0.68,58.28,0.36,0.16,70.64,0.05,9.039079178377541,2.1246295412320158,12.741308236385738,-0.09012582884781933,0.08530715229374758,6.509800700796208,0,3,3,0,2,1,3,193.67,2,5.2,0,3,10,180.0,90.0,0.07,0.05,40.0,40.0,157.01,31.750436959997973,0.9977893273346548,0.1170965115684625,-0.03230081619631491,0.5,50,0.12064,11.135,7.4462,0.1251906,0.1494876,0.1410689,0.1485107,0.1852723,0.1747539,0.1778153,0.2847364,0.1969045,0.2115372,0.2564078,0.2559599,0.2586911,0.3084186,0.3339107,0.3666792,0.3451115,0.4920086,0.5205526,0.5238017,0.4674114,0.4051821,0.4512515,0.5328445,0.7283577,1.021997,0.8643291,0.9182066,1.069265,0.7317041,0.5710813,0.6195019,0.4075073,0.7640494,0.8734946,0.503754,0.5711377,0.6673005,0.3144066,0.3642675,0.3941016,0.4227152,0.3963187,0.3989068,0.4430456,0.3314642,0.3561332,0.3575741,0.3413013,0.2357605,0.334047,0.2558029,0.2276377,0.2160424,0.219594,0.2396849,0.2321862,0.2374651,0.21759,0.2150926,0.2176163,0.2225395,0.2635688,0.2517878,0.217537,0.147793,0.1374659,0.1245907,0.08809998,0.07156312,0.06426571,0.09012695,0.08499796,0.09098739,0.1088297,0.1103304,0.09759673,0.09000727,0.08196301,0.08204927,0.08383045,0.07473654,0.04840941,0.04099797,0.04324903,0.0517943,0.05144313,0.05024582,0.04859192,0.04501421,0.03951738,0.03332622,0.03024284,0.0270154,0.02677775,0.01989102,0.01745845,0.02086017,0.02070057,0.01736099,0.01392094,0.01129619,0.008997756,0.007227733,0.005912682,0.003936843,0.003006734,0.002282111,0.001901269,0.001616163,0.000799373
205,5.8,5.623413251903519e+24,167.0,85.0,160,0,10.33,214.51,17.61,121.2,37.855,-121.816,12.0,7.063,7.4,7.4,54.6,58.6075739600198,0.8557629472255229,44.864876647127375,23.973117326036686,2.5795863358080626,0.7858561489373347,49.00816369299541,2.4973030785176524,0,1.965018425019354,30.82,33.08,29.19,33.2,30.59,26.41,62.52,0.39,57.43,0.21,0.67,70.2,0.23,9.119742878134195,2.166362711543995,12.569926943958922,-0.15682854433809057,0.07326077144820939,7.336995015220312,7,10,0,4,1,2,2,517.06,1,0.003,5,4,10,146.0,236.0,0.2,0.2,20.0,20.0,167.02,33.804800550546126,0.9139177325162069,0.12019240069699626,-0.036980772087073496,0.5,50,0.061414,3.2458,0.58184,0.06151306,0.06232316,0.06251883,0.06219526,0.0637495,0.06410422,0.06499738,0.06591291,0.06637263,0.0652498,0.06812279,0.0666064,0.06731212,0.07174381,0.06537248,0.07190838,0.07245622,0.07703912,0.08503469,0.07982841,0.09676085,0.1177094,0.08704172,0.123265,0.1620541,0.1319732,0.181854,0.1572837,0.2911695,0.3145784,0.3804011,0.4177064,0.3831136,0.32985,0.3976956,0.4044209,0.5711683,0.5494362,0.2942794,0.3322098,0.2183359,0.1607927,0.1925925,0.2399568,0.2643385,0.4471966,0.2801785,0.2493404,0.2544076,0.2594991,0.1693665,0.1172522,0.1323974,0.1633564,0.1669218,0.1168611,0.1135876,0.1014614,0.08878648,0.09402618,0.1018946,0.09928104,0.07801373,0.05023617,0.05536365,0.0638347,0.05927046,0.06610544,0.05792952,0.05758489,0.04760582,0.05544224,0.05649952,0.03655959,0.02371456,0.01936646,0.01524097,0.01619062,0.0243151,0.02336503,0.01990162,0.01754764,0.01208486,0.008575888,0.007324755,0.005321524,0.004761111,0.005061905,0.004702837,0.004093931,0.003606019,0.003265352,0.00283902,0.002367707,0.00182502,0.001246936,0.0009907077,0.0008645796,0.0007354732,0.0006452406,0.0005680257,0.000527357,0.0004593,0.000374175,0.0003322944,0.0002676964,0.0002113895,0.0001798871,0.0001543438,0.0001328071,7.014002e-05
206,5.8,5.623413251903519e+24,167.0,85.0,160,0,10.33,214.51,17.61,121.2,37.855,-121.816,12.0,7.063,7.4,7.4,54.6,59.016810875636246,0.8690847885481406,44.787901768072444,24.416931385339677,2.575015863693211,0.7838720227687218,49.07278902026106,2.5153138114069105,0,2.1755281818272434,17.81,21.48,13.38,19.9,15.13,-4.08,-162.24,0.61,14.67,0.59,0.67,15.6,0.64,9.175120148069523,2.2076095992458664,12.608007397018408,-0.13600416169968202,0.07678542786667969,7.7781640598098845,2,3,3,0,2,2,3,304.68,2,1.8925685275855464,0,4,2,270.0,0.0,0.18,0.18,13.0,13.0,167.02,23.50637668672631,0.8863063846341679,0.12311454275821597,-0.035679582912992384,0.5,50,0.034578,3.7738,0.87291,0.03459082,0.03461571,0.03473702,0.03478881,0.03483222,0.03489261,0.03485398,0.03476379,0.03502177,0.03511474,0.0351812,0.03501131,0.03568159,0.03584163,0.03595139,0.03620373,0.03580985,0.0359532,0.03577849,0.03627796,0.0371144,0.03774303,0.03885127,0.04172232,0.04362378,0.04055311,0.04506513,0.04747956,0.05184114,0.05604664,0.06946466,0.05779701,0.07358845,0.07498943,0.09027899,0.09519641,0.1065548,0.1218454,0.1453311,0.1206061,0.1133351,0.114779,0.1620895,0.1190831,0.115242,0.1384017,0.1137841,0.1098063,0.1298443,0.1716977,0.1634925,0.1412787,0.1275751,0.1571314,0.183934,0.2239685,0.1391792,0.2275886,0.1233391,0.1111664,0.1251753,0.1724104,0.1611991,0.1202637,0.1028908,0.1585454,0.1586915,0.1051005,0.06741253,0.05462611,0.06731896,0.05710329,0.04357528,0.05772749,0.03512048,0.03958147,0.03447366,0.03331017,0.02692881,0.01736593,0.01503285,0.01410864,0.01744003,0.01954278,0.0153989,0.0131848,0.01232652,0.01090296,0.008728408,0.007853209,0.006120666,0.004961061,0.004188707,0.003542823,0.003008404,0.002024497,0.001831887,0.001560679,0.001038618,0.0008158078,0.0006776854,0.0005778262,0.0004990911,0.0004337144,0.0003984031,0.0003374789,0.0002869829,0.0002452899,0.0002113016,0.0001830987,9.944074e-05
207,5.8,5.623413251903519e+24,167.0,85.0,160,0,10.33,214.51,17.61,121.2,37.855,-121.816,12.0,7.063,7.4,7.4,54.6,58.47360982722799,0.8676933612408569,45.28673148019063,24.50404977445003,2.5775995973454005,0.7857750419998349,48.99162865400813,2.5049397007314615,0,1.9848070312970785,26.79,29.35,23.92,29.47,24.95,0.64,1.52,0.39,0.44,0.39,0.67,5.98,0.66,8.897231242545843,2.2288211985968984,12.592824913557857,-0.1287580200962718,0.05884759106142308,7.189847697368841,6,8,1,0,1,2,2,403.37,2,1.7856142670985065,8,4,10,156.0,246.0,0.1,0.13,30.0,30.0,167.02,32.172052619774426,0.8801323187913371,0.12367301075538428,-0.035000713485951046,0.5,50,0.18796,14.46,3.8896,0.188235,0.189764,0.190546,0.1898229,0.1957657,0.1952177,0.1981806,0.191884,0.1944686,0.1894248,0.1954059,0.1925452,0.1981927,0.193956,0.1951127,0.1922554,0.2014894,0.2067879,0.2173301,0.198653,0.2250814,0.2425782,0.254113,0.3074352,0.3059763,0.3534047,0.395168,0.563468,0.5019466,0.4919405,0.4639495,0.4000095,0.4448195,0.4290295,0.4968959,0.5610019,0.805967,0.8603553,1.100695,0.6483613,0.5384962,0.5995511,0.4819058,0.478828,0.4286202,0.6285232,0.579923,0.4789913,0.4362196,0.5370553,0.4769617,0.3384608,0.3299342,0.3698914,0.4464562,0.4364865,0.3874279,0.4107476,0.235744,0.2144271,0.1668645,0.1649572,0.1800175,0.196483,0.2121653,0.2818103,0.2842781,0.1989433,0.1860249,0.2206869,0.1903077,0.162939,0.1770014,0.1759702,0.1776831,0.154888,0.1444917,0.1484364,0.1173357,0.08288904,0.06702269,0.05109448,0.04297195,0.03165507,0.02716676,0.02559284,0.02348671,0.0229975,0.02316226,0.02235888,0.02209329,0.02167079,0.01991609,0.01738338,0.01504903,0.01019312,0.008523436,0.006743305,0.005651158,0.004640189,0.003735245,0.003075137,0.002685235,0.00232653,0.001985959,0.001479463,0.001174387,0.0009678732,0.0008304385,0.0007203977,0.0003995799
208,5.8,5.623413251903519e+24,167.0,85.0,160,0,10.33,214.51,17.61,121.2,37.855,-121.816,12.0,7.063,7.4,7.4,54.6,59.00353174692454,0.8629158140242131,44.72730892538762,24.23414158353957,2.577382686788102,0.7855107732105666,48.998729317573506,2.4946128792417923,0,1.9434762925444782,37.28,39.17,34.66,39.49,35.68,17.41,29.86,0.39,27.09,0.35,0.67,59.75,0.34,9.62219713950634,2.1707949923622505,12.73965587873937,-0.15531571121025256,0.04678692047110839,7.501379736321912,0,8,1,1,1,1,2,367.57,1,2.3,10,0,1,75.0,345.0,0.2,0.14,13.0,15.0,167.02,31.54345356722661,0.9244864623709828,0.12364214785400068,-0.030726277454121206,0.5,50,0.04942,4.2761,1.091,0.04951243,0.04969292,0.04996192,0.05025409,0.05026364,0.05028059,0.04981503,0.05071054,0.05120138,0.05051131,0.05154796,0.05042872,0.05213493,0.05169905,0.05017828,0.05269746,0.05210834,0.05464744,0.05666206,0.05247546,0.05661322,0.06258216,0.06309109,0.05111904,0.05863301,0.06066237,0.06094738,0.07457606,0.07867119,0.1146092,0.1222111,0.09842291,0.1469402,0.09612858,0.1200582,0.1464116,0.1454767,0.1683317,0.1991436,0.202484,0.1752023,0.1773042,0.2957788,0.3738292,0.3243164,0.2547846,0.2381103,0.2110235,0.2107399,0.2051564,0.2734578,0.17482,0.1453275,0.1380566,0.1568771,0.1646127,0.1319895,0.1680734,0.09914315,0.06983844,0.07354985,0.07125234,0.1082545,0.113521,0.08308961,0.1186082,0.09641688,0.1091025,0.06657238,0.08160966,0.1401813,0.1135472,0.06964508,0.08201689,0.07706348,0.0666223,0.05862676,0.04373163,0.02957457,0.02303022,0.02263423,0.02168081,0.01851973,0.0142073,0.01179389,0.008890753,0.007948772,0.00816309,0.008091241,0.006712554,0.005600886,0.004663522,0.004041162,0.003772496,0.003123848,0.002533587,0.001800734,0.001337714,0.001163524,0.0009910216,0.0009100462,0.0007840432,0.0006498512,0.0005763778,0.000502714,0.0004078184,0.0003177205,0.0002655478,0.0002279628,0.00020104,0.0001111181
209,5.8,5.623413251903519e+24,167.0,85.0,160,0,10.33,214.51,17.61,121.2,37.855,-121.816,12.0,7.063,7.4,7.4,54.6,58.661032332681074,0.8660102352362877,44.92800751733755,25.091672338390314,2.5775817657609417,0.7860018376401671,48.8315631791222,2.4972960343284316,0,2.0192905088226913,17.13,20.92,15.19,20.75,17.24,13.18,56.95,0.39,48.1,0.26,0.67,51.74,0.41,9.800753889629856,2.149342651800537,12.669459790908254,-0.16722029950222048,0.08586122657568951,7.832571028361886,0,3,1,0,1,1,2,377.51,2,3.0,0,4,1,180.0,270.0,0.07,0.12,20.0,20.0,167.02,31.340858901203266,1.0025116057817394,0.11861770109329149,-0.04568210508310278,0.5,50,0.11938,16.315,4.2718,0.1193949,0.1196287,0.1198848,0.1198826,0.1202755,0.1206104,0.1207394,0.1203015,0.1217514,0.1202199,0.120397,0.1220458,0.1230344,0.1221618,0.1249883,0.1210723,0.1290721,0.1324457,0.1392302,0.1364495,0.1282218,0.1388353,0.135235,0.1437991,0.1442527,0.1548193,0.1820053,0.1844206,0.1622371,0.2084939,0.2946905,0.2672117,0.2609983,0.2993695,0.3757645,0.3791898,0.3875166,0.2937928,0.3450265,0.4719463,0.335649,0.3304554,0.3484513,0.4726519,0.4900751,0.2961765,0.2994115,0.2810983,0.3366958,0.4595123,0.2981323,0.3228238,0.3362758,0.3196109,0.2725854,0.3044773,0.2999052,0.3533126,0.4532966,0.4914076,0.4381724,0.3542168,0.3590465,0.3627661,0.4225972,0.5005461,0.5474022,0.3146282,0.2045396,0.2046927,0.1638288,0.1126654,0.1042802,0.1298205,0.2085839,0.2591475,0.2592073,0.1955433,0.09975656,0.07906537,0.08020104,0.07772487,0.07347337,0.06782968,0.05518007,0.04441196,0.04050353,0.03620224,0.0274316,0.02181212,0.0189662,0.0162164,0.01366827,0.01185588,0.01037889,0.007700848,0.006749023,0.006425182,0.005284465,0.004597471,0.003979166,0.0036407,0.003279998,0.002927076,0.002598796,0.002041488,0.00161577,0.001298019,0.001061269,0.0008832192,0.0004368532
210,5.8,5.623413251903519e+24,167.0,85.0,160,0,10.33,214.51,17.61,121.2,37.855,-121.816,12.0,7.063,7.4,7.4,54.6,58.72776014108546,0.8654135979245927,44.80378063596375,24.451539477833347,2.5768910537464884,0.7858205815899275,49.04856322873714,2.496948211839643,0,1.9012508321939892,16.66,20.53,15.84,20.23,17.93,16.36,82.97,0.39,72.96,0.11,0.67,58.0,0.35,9.641222841626623,2.1886760045930482,12.620378044549119,-0.14379487570540397,0.060651543189361494,6.625988835537033,0,3,1,0,1,1,2,384.47,2,1.9709405055513942,14,4,10,70.0,340.0,0.18,0.2,15.0,15.0,167.02,29.688895077497943,0.9234370633734154,0.12058514898835858,-0.03481893299746234,0.5,50,0.041699,4.0453,1.1694,0.0417433,0.04219993,0.04228204,0.04236953,0.04278152,0.04307594,0.04320923,0.04308713,0.04372085,0.04432437,0.04489071,0.0447,0.04328759,0.04523223,0.04440855,0.04782936,0.04813204,0.05005293,0.0553919,0.05678292,0.06285986,0.06844471,0.07301871,0.08178795,0.1238077,0.1721106,0.1379993,0.1966179,0.1526345,0.1486856,0.1341923,0.2402846,0.1972324,0.163355,0.2323433,0.2151081,0.2658018,0.2780625,0.2147206,0.250358,0.2857527,0.2941171,0.2365222,0.2310297,0.2078517,0.2242654,0.2458995,0.2593533,0.2396303,0.246613,0.3510349,0.2594526,0.2155852,0.2133006,0.1685226,0.2031633,0.1771719,0.2049946,0.2010872,0.2079346,0.1661478,0.1562127,0.151605,0.1289171,0.1987417,0.1613025,0.1482967,0.1649749,0.1195868,0.1247015,0.07959713,0.08960694,0.08059902,0.07108574,0.08825507,0.05172082,0.05344403,0.0669194,0.04337011,0.02712526,0.02583271,0.02927222,0.02085724,0.02705743,0.0229441,0.01901103,0.01849395,0.01434145,0.009678281,0.006502343,0.005971153,0.007654353,0.007414583,0.00593301,0.00470998,0.002377098,0.001815031,0.001525235,0.001302388,0.001010208,0.0009338384,0.0008468675,0.0006938913,0.0007061501,0.0006309858,0.0004598649,0.0003855991,0.0003595779,0.0002875055,0.0002329753,0.0001322961
